BP,Lake_Gölhisar ,z_score,,BP,Sofular_cave ,z_score,,BP,Eski_Acıgöl,z_score,,BP,Dim_cave,z_score,,BP,Karaca_cave,z_score,,BP,Lake_Van,z_score,,BP,Jeita_cave,z_score,,BP,Lake_Hula,z_score,,BP,Jerusalem_West_cave,z_score,,BP,Soreq_cave,z_score,,BP,KunaBa_cave,z_score,,BP,Lake_Zeribar,z_score,,BP,Lake_Mirabad,z_score,,BP,Gol_e_Zard_cave,z_score,,BP,Hoti_cave,z_score,,BP,Qunf_cave,z_score
,,,,3650,-7.99,0.9498297488,,,,,,,,,,,,,,,,,,5545,-5.31,0.3529811855,,,,,,,,,,,,,,3004,-6.74,-0.0426291482,,,,,,,,,,,,,,7983,-4.66,0.4171189322,,4011,-1.08,0.9007748042
,,,,3653,-7.97,0.9651319371,,,,,,,,,,,,,,,,,,5557,-5.48,0.0177954202,,,,,,,,,,,,,,3007,-6.79,-0.1893700069,,,,,,,,,,,,,,7983,-4.77,0.2015643039,,4013,-0.97,1.1428335893
,,,,3656,-8.02,0.9268764663,,,,,,,,,,,,,,,,,,5570,-5.33,0.313547566,,,,,,,,,,,,,,3010,-6.75,-0.0719773199,,,,,,,,,,,,,,7984,-5.07,-0.3863119551,,4015,-1.15,0.7467373956
,,,,3659,-8.02,0.9268764663,,,,,,,,,,,,,,,,,,5582,-5.36,0.2543971369,,,,,,,,,,,,,,3013,-6.78,-0.1600218351,,,,,,,,,,,,,,7984,-4.83,0.0839890521,,4018,-1.19,0.6587160192
,,,,3662,-8,0.9421786546,,,,,,,,,,,,,,,,,,5595,-5.23,0.5107156633,,,,,,,,,,,,,,3016,-6.92,-0.5708962394,,,,,,,,,,,,,,7985,-4.65,0.4367148075,,4020,-1.25,0.5266839547
,,,,3665,-7.96,0.9727830312,,,,,,,,,,,,,,,,,,5607,-5.13,0.7078837606,,,,,,,,,,,,,,3019,-6.98,-0.7469852698,,,,,,,,,,,,,,7986,-4.81,0.1231808027,,4023,-1.21,0.614705331
,,,,3668,-7.95,0.9804341254,,,,,,,,,,,,,,,,,,5620,-5.26,0.4515652341,,,,,,,,,,,,,,3022,-6.97,-0.7176370981,,,,,,,,,,,,,,7986,-4.35,1.0245910665,,4025,-1.04,0.9887961806
,,,,3671,-7.94,0.9880852196,,,,,,,,,,,,,,,,,,5626,-5.37,0.2346803271,,,,,,,,,,,,,,3025,-6.96,-0.6882889263,,,,,,,,,,,,,,7987,-4.74,0.2603519298,,4028,-0.92,1.2528603097
,,,,3674,-8,0.9421786546,,,,,,,,,,,,,,,,,,5633,-5.01,0.9444854773,,,,,,,,,,,,,,3028,-6.96,-0.6882889263,,,,,,,,,,,,,,7988,-4.63,0.4759065581,,4032,-0.86,1.3848923743
,,,,3677,-7.99,0.9498297488,,,,,,,,,,,,,,,,,,5639,-5.19,0.5895829022,,,,,,,,,,,,,,3031,-6.91,-0.5415480677,,,,,,,,,,,,,,7988,-4.96,-0.1707573268,,4035,-1.05,0.9667908365
,,,,3680,-8.04,0.911574278,,,,,,,,,,,,,,,,,,5646,-5.32,0.3332643758,,,,,,,,,,,,,,3034,-6.84,-0.3361108655,,,,,,,,,,,,,,7989,-4.89,-0.0335861997,,4037,-1.17,0.7027267074
,,,,3682,-7.93,0.9957363137,,,,,,,,,,,,,,,,,,5653,-5.26,0.4515652341,,,,,,,,,,,,,,3037,-6.8,-0.2187181786,,,,,,,,,,,,,,7990,-4.48,0.7698446876,,4040,-0.79,1.5389297829
,,,,3685,-8,0.9421786546,,,,,,,,,,,,,,,,,,5659,-5.21,0.5501492828,,,,,,,,,,,,,,3040,-6.81,-0.2480663503,,,,,,,,,,,,,,7990,-5.03,-0.3079284539,,4042,-0.94,1.2088496215
,,,,3688,-8.09,0.8733188072,,,,,,,,,,,,,,,,,,5666,-5.51,-0.041355009,,,,,,,,,,,,,,3043,-6.81,-0.2480663503,,,,,,,,,,,,,,7991,-4.64,0.4563106828,,4044,-1,1.076817557
,,,,3691,-8.06,0.8962720896,,,,,,,,,,,,,,,,,,5672,-5.43,0.1163794688,,,,,,,,,,,,,,3046,-6.82,-0.2774145221,,,,,,,,,,,,,,7992,-5.03,-0.3079284539,,4047,-1.26,0.5046786106
,,,,3694,-8.07,0.8886209955,,,,,,,,,,,,,,,,,,5679,-5.29,0.3924148049,,,,,,,,,,,,,,3049,-6.8,-0.2187181786,,,,,,,,,,,,,,7992,-4.53,0.6718653111,,4049,-1,1.076817557
,,,,3697,-8.08,0.8809699013,,,,,,,,,,,,,,,,,,5686,-4.76,1.4374057204,,,,,,,,,,,,,,3052,-6.74,-0.0426291482,,,,,,,,,,,,,,7993,-4.74,0.2603519298,,4052,-1.25,0.5266839547
,,,,3700,-8.12,0.8503655247,,,,,,,,,,,,,,,,,,5692,-5.24,0.4909988536,,,,,,,,,,,,,,3055,-6.76,-0.1013254917,,,,,,,,,,,,,,7994,-4.73,0.2799478051,,4054,-1.47,0.0425663846
,,,,3703,-8.03,0.9192253721,,,,,,,,,,,,,,,,,,5699,-5.09,0.7867509995,,,,,,,,,,,,,,3058,-6.79,-0.1893700069,,,,,,,,,,,,,,7994,-5.14,-0.5234830822,,4057,-1.46,0.0645717287
,,,,3706,-7.97,0.9651319371,,,,,,,,,,,,,,,,,,5705,-5.61,-0.2385231063,,,,,,,,,,,,,,3061,-6.83,-0.3067626938,,,,,,,,,,,,,,7995,-4.78,0.1819684286,,4059,-1.07,0.9227801483
,,,,3709,-7.99,0.9498297488,,,,,,,,,,,,,,,,,,5712,-5.39,0.1952467077,,,,,,,,,,,,,,3064,-6.87,-0.4241553807,,,,,,,,,,,,,,7995,-4.56,0.6130776852,,4061,-1.53,-0.0894656799
,,,,3712,-8.01,0.9345275604,,,,,,,,,,,,,,,,,,5719,-5.48,0.0177954202,,,,,,,,,,,,,,3067,-6.91,-0.5415480677,,,,,,,,,,,,,,7996,-4.68,0.3779271816,,4064,-1.12,0.8127534279
,,,,3715,-7.86,1.0492939728,,,,,,,,,,,,,,,,,,5725,-5.02,0.9247686675,,,,,,,,,,,,,,3070,-6.95,-0.6589407546,,,,,,,,,,,,,,7997,-4.66,0.4171189322,,4066,-1.42,0.1525931051
,,,,3718,-7.93,0.9957363137,,,,,,,,,,,,,,,,,,5732,-5.11,0.74731738,,,,,,,,,,,,,,3073,-6.98,-0.7469852698,,,,,,,,,,,,,,7997,-4.13,1.4557003231,,4069,-1,1.076817557
,,,,3720,-7.98,0.9574808429,,,,,,,,,,,,,,,,,,5738,-5.19,0.5895829022,,,,,,,,,,,,,,3076,-7,-0.8056816133,,,,,,,,,,,,,,7998,-4.33,1.0637828171,,4071,-1,1.076817557
,,,,3723,-8.03,0.9192253721,,,,,,,,,,,,,,,,,,5745,-5.11,0.74731738,,,,,,,,,,,,,,3079,-7.02,-0.8643779568,,,,,,,,,,,,,,7999,-4.33,1.0637828171,,4073,-1.05,0.9667908365
,,,,3726,-8.01,0.9345275604,,,,,,,,,,,,,,,,,,5752,-5,0.964202287,,,,,,,,,,,,,,3082,-6.99,-0.7763334416,,,,,,,,,,,,,,7999,-4.61,0.5150983087,,4076,-1.22,0.5926999869
,,,,3729,-7.95,0.9804341254,,,,,,,,,,,,,,,,,,5758,-5.1,0.7670341897,,,,,,,,,,,,,,3085,-6.92,-0.5708962394,,,,,,,,,,,,,,8000,-4.39,0.9462075653,,4078,-1.12,0.8127534279
,,,,3732,-7.87,1.0416428787,,,,,,,,,,,,,,,,,,5763,-5,0.964202287,,,,,,,,,,,,,,3088,-6.85,-0.3654590373,,,,,,,,,,,,,,8001,-4.59,0.5542900593,,4081,-0.87,1.3628870302
,,,,3735,-7.92,1.0033874079,,,,,,,,,,,,,,,,,,5767,-5.46,0.0572290396,,,,,,,,,,,,,,3091,-6.83,-0.3067626938,,,,,,,,,,,,,,8001,-4.52,0.6914611864,,4083,-0.98,1.1208282452
,,,,3738,-8,0.9421786546,,,,,,,,,,,,,,,,,,5771,-5.46,0.0572290396,,,,,,,,,,,,,,3094,-6.88,-0.4535035525,,,,,,,,,,,,,,8002,-4.42,0.8874199394,,4085,-0.85,1.4068977184
,,,,3741,-8.03,0.9192253721,,,,,,,,,,,,,,,,,,5776,-5.43,0.1163794688,,,,,,,,,,,,,,3097,-6.92,-0.5708962394,,,,,,,,,,,,,,8003,-4.42,0.8874199394,,4088,-1.26,0.5046786106
,,,,3744,-7.9,1.0186895962,,,,,,,,,,,,,,,,,,5780,-5.51,-0.041355009,,,,,,,,,,,,,,3100,-6.97,-0.7176370981,,,,,,,,,,,,,,8003,-4.26,1.2009539442,,4090,-1.1,0.8567641161
,,,,3747,-7.89,1.0263406903,,,,,,,,,,,,,,,,,,5784,-5.02,0.9247686675,,,,,,,,,,,,,,3103,-7.03,-0.8937261285,,,,,,,,,,,,,,8004,-4.45,0.8286323135,,4093,-1.08,0.9007748042
,,,,3750,-7.89,1.0263406903,,,,,,,,,,,,,,,,,,5789,-5.43,0.1163794688,,,,,,,,,,,,,,3106,-7.09,-1.0698151589,,,,,,,,,,,,,,8005,-4.26,1.2009539442,,4095,-1.15,0.7467373956
,,,,3753,-7.89,1.0263406903,,,,,,,,,,,,,,,,,,5793,-4.94,1.0825031453,,,,,,,,,,,,,,3109,-7.13,-1.1872078458,,,,,,,,,,,,,,8005,-4.68,0.3779271816,,4097,-1.36,0.2846251696
,,,,3755,-7.97,0.9651319371,,,,,,,,,,,,,,,,,,5797,-5.14,0.6881669508,,,,,,,,,,,,,,3112,-7.07,-1.0111188154,,,,,,,,,,,,,,8006,-3.9,1.906405455,,4100,-1.49,-0.0014443036
,,,,3758,-8.03,0.9192253721,,,,,,,,,,,,,,,,,,5802,-4.9,1.1613703842,,,,,,,,,,,,,,3115,-7.01,-0.835029785,,,,,,,,,,,,,,8007,-4.36,1.0049951912,,4102,-1.5,-0.0234496477
,,,,3761,-7.94,0.9880852196,,,,,,,,,,,,,,,,,,5806,-4.73,1.4965561496,,,,,,,,,,,,,,3118,-6.96,-0.6882889263,,,,,,,,,,,,,,8007,-4.17,1.3773168219,,4105,-1.67,-0.3975404972
,,,,3764,-7.93,0.9957363137,,,,,,,,,,,,,,,,,,5810,-5,0.964202287,,,,,,,,,,,,,,3121,-7.03,-0.8937261285,,,,,,,,,,,,,,8008,-4.29,1.1421663183,,4107,-1.94,-0.9916847877
,,,,3767,-8.05,0.9039231838,,,,,,,,,,,,,,,,,,5815,-5.12,0.7276005703,,,,,,,,,,,,,,3124,-7.09,-1.0698151589,,,,,,,,,,,,,,8008,-4.58,0.5738859346,,4109,-1.87,-0.8376473791
,,,,3770,-8.02,0.9268764663,,,,,,,,,,,,,,,,,,5819,-5.25,0.4712820438,,,,,,,,,,,,,,3127,-7.15,-1.2459041893,,,,,,,,,,,,,,8009,-4.77,0.2015643039,,4112,-1.34,0.3286358578
,,,,3773,-8,0.9421786546,,,,,,,,,,,,,,,,,,5823,-5.08,0.8064678092,,,,,,,,,,,,,,3130,-7.12,-1.1578596741,,,,,,,,,,,,,,8010,-4.8,0.142776678,,4114,-1.37,0.2626198256
,,,,3776,-8.01,0.9345275604,,,,,,,,,,,,,,,,,,5828,-5.21,0.5501492828,,,,,,,,,,,,,,3133,-7.08,-1.0404669872,,,,,,,,,,,,,,8010,-4.7,0.338735431,,4117,-1.22,0.5926999869
,,,,3779,-8.07,0.8886209955,,,,,,,,,,,,,,,,,,5832,-5.46,0.0572290396,,,,,,,,,,,,,,3136,-7.04,-0.9230743002,,,,,,,,,,,,,,8011,-4.74,0.2603519298,,4119,-1.8,-0.6836099704
,,,,3782,-7.97,0.9651319371,,,,,,,,,,,,,,,,,,5836,-5.25,0.4712820438,,,,,,,,,,,,,,3139,-7,-0.8056816133,,,,,,,,,,,,,,8012,-4.38,0.9658034406,,4122,-1.5,-0.0234496477
,,,,3785,-8.1,0.865667713,,,,,,,,,,,,,,,,,,5841,-5.28,0.4121316147,,,,,,,,,,,,,,3142,-6.96,-0.6882889263,,,,,,,,,,,,,,8012,-4.84,0.0643931768,,4124,-1.47,0.0425663846
,,,,3788,-8.04,0.911574278,,,,,,,,,,,,,,,,,,5847,-5.25,0.4712820438,,,,,,,,,,,,,,3145,-6.92,-0.5708962394,,,,,,,,,,,,,,8013,-4.57,0.5934818099,,4126,-1.56,-0.1554817122
,,,,3791,-8.09,0.8733188072,,,,,,,,,,,,,,,,,,5853,-5.24,0.4909988536,,,,,,,,,,,,,,3148,-6.91,-0.5415480677,,,,,,,,,,,,,,8014,-5.06,-0.3667160798,,4129,-1.63,-0.3095191209
,,,,3793,-8,0.9421786546,,,,,,,,,,,,,,,,,,5858,-5.4,0.175529898,,,,,,,,,,,,,,3150,-6.92,-0.5708962394,,,,,,,,,,,,,,8014,-5.38,-0.9937840895,,4131,-1.57,-0.1774870563
,,,,3796,-7.99,0.9498297488,,,,,,,,,,,,,,,,,,5864,-5.33,0.313547566,,,,,,,,,,,,,,3153,-6.94,-0.6295925829,,,,,,,,,,,,,,8015,-5.36,-0.9545923389,,4134,-1.37,0.2626198256
,,,,3799,-8.07,0.8886209955,,,,,,,,,,,,,,,,,,5870,-5.48,0.0177954202,,,,,,,,,,,,,,3156,-6.94,-0.6295925829,,,,,,,,,,,,,,8016,-5.22,-0.6802500846,,4136,-1.49,-0.0014443036
,,,,3802,-8.04,0.911574278,,,,,,,,,,,,,,,,,,5876,-5.22,0.530432473,,,,,,,,,,,,,,3159,-6.91,-0.5415480677,,,,,,,,,,,,,,8016,-5.66,-1.5424685979,,4139,-1.67,-0.3975404972
,,,,3805,-8.02,0.9268764663,,,,,,,,,,,,,,,,,,5882,-5.28,0.4121316147,,,,,,,,,,,,,,3162,-6.88,-0.4535035525,,,,,,,,,,,,,,8017,-5.47,-1.1701469672,,4141,-1.58,-0.1994924004
,,,,3808,-8.12,0.8503655247,,,,,,,,,,,,,,,,,,5888,-5.3,0.3726979952,,,,,,,,,,,,,,3165,-6.86,-0.394807209,,,,,,,,,,,,,,8018,-5.33,-0.895804713,,4144,-1.43,0.130587761
,,,,3811,-8.11,0.8580166189,,,,,,,,,,,,,,,,,,5894,-5.27,0.4318484244,,,,,,,,,,,,,,3168,-6.92,-0.5708962394,,,,,,,,,,,,,,8018,-5.2,-0.641058334,,4146,-1.1,0.8567641161
,,,,3814,-8.07,0.8886209955,,,,,,,,,,,,,,,,,,5900,-5.38,0.2149635174,,,,,,,,,,,,,,3171,-6.99,-0.7763334416,,,,,,,,,,,,,,8019,-5.37,-0.9741882142,,4149,-1.48,0.0205610405
,,,,3817,-8.06,0.8962720896,,,,,,,,,,,,,,,,,,5906,-5.21,0.5501492828,,,,,,,,,,,,,,3174,-7.05,-0.952422472,,,,,,,,,,,,,,8019,-5.36,-0.9545923389,,4152,-1.37,0.2626198256
,,,,3820,-8.07,0.8886209955,,,,,,,,,,,,,,,,,,5912,-5.15,0.6684501411,,,,,,,,,,,,,,3177,-7.08,-1.0404669872,,,,,,,,,,,,,,8020,-5.54,-1.3073180943,,4155,-1.38,0.2406144815
,,,,3823,-8.1,0.865667713,,,,,,,,,,,,,,,,,,5918,-5.31,0.3529811855,,,,,,,,,,,,,,3180,-7.09,-1.0698151589,,,,,,,,,,,,,,8021,-5.08,-0.4059078304,,4157,-1.12,0.8127534279
,,,,3826,-8.06,0.8962720896,,,,,,,,,,,,,,,,,,5924,-5.17,0.6290165217,,,,,,,,,,,,,,3183,-7.11,-1.1285115024,,,,,,,,,,,,,,8021,-4.93,-0.1119697009,,4160,-1.02,1.0328068688
,,,,3829,-8.06,0.8962720896,,,,,,,,,,,,,,,,,,5930,-5.42,0.1360962785,,,,,,,,,,,,,,3186,-7.11,-1.1285115024,,,,,,,,,,,,,,8022,-4.77,0.2015643039,,4163,-1.04,0.9887961806
,,,,3831,-8.15,0.8274122422,,,,,,,,,,,,,,,,,,5936,-5.14,0.6881669508,,,,,,,,,,,,,,3189,-7.08,-1.0404669872,,,,,,,,,,,,,,8023,-5.48,-1.1897428425,,4165,-0.99,1.0988229011
,,,,3834,-8.16,0.8197611481,,,,,,,,,,,,,,,,,,5942,-5.35,0.2741139466,,,,,,,,,,,,,,3192,-7.06,-0.9817706437,,,,,,,,,,,,,,8023,-5.31,-0.8566129624,,4168,-0.82,1.4729137506
,,,,3837,-8.11,0.8580166189,,,,,,,,,,,,,,,,,,5947,-5.42,0.1360962785,,,,,,,,,,,,,,3195,-7.04,-0.9230743002,,,,,,,,,,,,,,8024,-4.82,0.1035849274,,4171,-0.79,1.5389297829
,,,,3840,-8.11,0.8580166189,,,,,,,,,,,,,,,,,,5953,-5.37,0.2346803271,,,,,,,,,,,,,,3198,-7.02,-0.8643779568,,,,,,,,,,,,,,8025,-4.96,-0.1707573268,,4174,-0.72,1.6929671916
,,,,3843,-8.08,0.8809699013,,,,,,,,,,,,,,,,,,5957,-5.44,0.0966626591,,,,,,,,,,,,,,3201,-7,-0.8056816133,,,,,,,,,,,,,,8025,-5.14,-0.5234830822,,4177,-0.87,1.3628870302
,,,,3846,-8.05,0.9039231838,,,,,,,,,,,,,,,,,,5961,-5.26,0.4515652341,,,,,,,,,,,,,,3204,-6.98,-0.7469852698,,,,,,,,,,,,,,8026,-5.49,-1.2093387178,,4180,-0.78,1.560935127
,,,,3849,-8.09,0.8733188072,,,,,,,,,,,,,,,,,,5965,-5.27,0.4318484244,,,,,,,,,,,,,,3207,-7,-0.8056816133,,,,,,,,,,,,,,8027,-5.11,-0.4646954563,,4183,-0.87,1.3628870302
,,,,3852,-8.12,0.8503655247,,,,,,,,,,,,,,,,,,5969,-5.61,-0.2385231063,,,,,,,,,,,,,,3210,-7.02,-0.8643779568,,,,,,,,,,,,,,8027,-5.42,-1.0721675907,,4185,-1.22,0.5926999869
,,,,3855,-8.11,0.8580166189,,,,,,,,,,,,,,,,,,5973,-5.13,0.7078837606,,,,,,,,,,,,,,3213,-7.04,-0.9230743002,,,,,,,,,,,,,,8028,-5.54,-1.3073180943,,4188,-1.03,1.0108015247
,,,,3858,-8.15,0.8274122422,,,,,,,,,,,,,,,,,,5977,-5.41,0.1558130882,,,,,,,,,,,,,,3216,-7.06,-0.9817706437,,,,,,,,,,,,,,8029,-5.12,-0.4842913316,,4191,-1.07,0.9227801483
,,,,3861,-8.14,0.8350633364,,,,,,,,,,,,,,,,,,5981,-5.63,-0.2779567257,,,,,,,,,,,,,,3219,-7.07,-1.0111188154,,,,,,,,,,,,,,8029,-5.06,-0.3667160798,,4194,-1.52,-0.0674603358
,,,,3864,-8.31,0.7049947357,,,,,,,,,,,,,,,,,,5985,-5.47,0.0375122299,,,,,,,,,,,,,,3222,-7.09,-1.0698151589,,,,,,,,,,,,,,8030,-5.12,-0.4842913316,,4196,-1.39,0.2186091374
,,,,3867,-8.33,0.6896925474,,,,,,,,,,,,,,,,,,5989,-5.56,-0.1399390576,,,,,,,,,,,,,,3225,-7.1,-1.0991633306,,,,,,,,,,,,,,8031,-4.83,0.0839890521,,4199,-1.76,-0.5955885941
,,,,3869,-8.32,0.6973436415,,,,,,,,,,,,,,,,,,5993,-5.56,-0.1399390576,,,,,,,,,,,,,,3228,-7.1,-1.0991633306,,,,,,,,,,,,,,8031,-5.36,-0.9545923389,,4201,-1.59,-0.2214977445
,,,,3872,-8.29,0.720296924,,,,,,,,,,,,,,,,,,5997,-5.24,0.4909988536,,,,,,,,,,,,,,3231,-7.1,-1.0991633306,,,,,,,,,,,,,,8032,-5.47,-1.1701469672,,4203,-1.38,0.2406144815
,,,,3875,-8.28,0.7279480182,,,,,,,,,,,,,,,,,,6002,-5.47,0.0375122299,,,,,,,,,,,,,,3234,-7.11,-1.1285115024,,,,,,,,,,,,,,8032,-5.3,-0.8370170871,,4205,-1.61,-0.2655084327
,,,,3878,-8.34,0.6820414532,,,,,,,,,,,,,,,,,,6006,-5.46,0.0572290396,,,,,,,,,,,,,,3237,-7.14,-1.2165560176,,,,,,,,,,,,,,8033,-5.61,-1.4444892214,,4208,-1.31,0.3946518901
,,,,3881,-8.26,0.7432502065,,,,,,,,,,,,,,,,,,6009,-5.05,0.8656182384,,,,,,,,,,,,,,3240,-7.17,-1.3046005328,,,,,,,,,,,,,,8034,-5.64,-1.5032768473,,4210,-1.47,0.0425663846
,,,,3884,-8.18,0.8044589597,,,,,,,,,,,,,,,,,,6013,-5.24,0.4909988536,,,,,,,,,,,,,,3243,-7.21,-1.4219932197,,,,,,,,,,,,,,8034,-5.5,-1.2289345931,,4213,-1.06,0.9447854924
,,,,3887,-8.16,0.8197611481,,,,,,,,,,,,,,,,,,6017,-5.21,0.5501492828,,,,,,,,,,,,,,3246,-7.14,-1.2165560176,,,,,,,,,,,,,,8035,-5.21,-0.6606542093,,4216,-1.23,0.5706946429
,,,,3890,-8.21,0.7815056773,,,,,,,,,,,,,,,,,,6021,-5.06,0.8459014286,,,,,,,,,,,,,,3249,-7.07,-1.0111188154,,,,,,,,,,,,,,8036,-5,-0.249140828,,4218,-1.14,0.7687427397
,,,,3893,-8.17,0.8121100539,,,,,,,,,,,,,,,,,,6024,-5.53,-0.0807886285,,,,,,,,,,,,,,3252,-6.99,-0.7763334416,,,,,,,,,,,,,,8036,-4.95,-0.1511614515,,4221,-1.15,0.7467373956
,,,,3896,-8.19,0.7968078656,,,,,,,,,,,,,,,,,,6028,-5.26,0.4515652341,,,,,,,,,,,,,,3255,-6.96,-0.6882889263,,,,,,,,,,,,,,8037,-5.57,-1.3661057202,,4224,-1.32,0.372646546
,,,,3899,-8.23,0.766203489,,,,,,,,,,,,,,,,,,6032,-5.75,-0.5145584424,,,,,,,,,,,,,,3258,-6.96,-0.6882889263,,,,,,,,,,,,,,8038,-5.49,-1.2093387178,,4226,-1.27,0.4826732665
,,,,3902,-8.22,0.7738545831,,,,,,,,,,,,,,,,,,6036,-5.55,-0.1202222479,,,,,,,,,,,,,,3261,-6.97,-0.7176370981,,,,,,,,,,,,,,8038,-4.89,-0.0335861997,,4229,-1.08,0.9007748042
,,,,3905,-8.29,0.720296924,,,,,,,,,,,,,,,,,,6040,-5.81,-0.6328593008,,,,,,,,,,,,,,3264,-6.98,-0.7469852698,,,,,,,,,,,,,,8039,-4.73,0.2799478051,,4232,-1.21,0.614705331
,,,,3907,-8.26,0.7432502065,,,,,,,,,,,,,,,,,,6043,-5.73,-0.475124823,,,,,,,,,,,,,,3267,-7.02,-0.8643779568,,,,,,,,,,,,,,8040,-5.26,-0.7586335859,,4237,-1.64,-0.3315244649
,,,,3910,-8.23,0.766203489,,,,,,,,,,,,,,,,,,6047,-5.71,-0.4356912035,,,,,,,,,,,,,,3270,-7.07,-1.0111188154,,,,,,,,,,,,,,8040,-5.51,-1.2485304684,,4240,-1.36,0.2846251696
,,,,3913,-8.23,0.766203489,,,,,,,,,,,,,,,,,,6051,-5.61,-0.2385231063,,,,,,,,,,,,,,3273,-7.11,-1.1285115024,,,,,,,,,,,,,,8041,-5.29,-0.8174212118,,4243,-1.24,0.5486892988
,,,,3916,-8.23,0.766203489,,,,,,,,,,,,,,,,,,6055,-5.74,-0.4948416327,,,,,,,,,,,,,,3276,-7.07,-1.0111188154,,,,,,,,,,,,,,8042,-3.65,2.3963023375,,4246,-1.44,0.1085824169
,,,,3919,-8.24,0.7585523948,,,,,,,,,,,,,,,,,,6059,-5.36,0.2543971369,,,,,,,,,,,,,,3279,-7.01,-0.835029785,,,,,,,,,,,,,,8042,-4.12,1.4752961984,,4248,-1.55,-0.1334763681
,,,,3922,-8.25,0.7509013006,,,,,,,,,,,,,,,,,,6062,-5.63,-0.2779567257,,,,,,,,,,,,,,3282,-6.94,-0.6295925829,,,,,,,,,,,,,,8043,-5.3,-0.8370170871,,4253,-1.37,0.2626198256
,,,,3925,-8.25,0.7509013006,,,,,,,,,,,,,,,,,,6066,-5.55,-0.1202222479,,,,,,,,,,,,,,3285,-6.93,-0.6002444111,,,,,,,,,,,,,,8043,-5.3,-0.8370170871,,4255,-1.23,0.5706946429
,,,,3928,-8.3,0.7126458298,,,,,,,,,,,,,,,,,,6070,-5.93,-0.8694610175,,,,,,,,,,,,,,3288,-6.97,-0.7176370981,,,,,,,,,,,,,,8044,-5.15,-0.5430789575,,4258,-1.28,0.4606679224
,,,,3931,-8.22,0.7738545831,,,,,,,,,,,,,,,,,,6074,-5.66,-0.3371071549,,,,,,,,,,,,,,3291,-7.02,-0.8643779568,,,,,,,,,,,,,,8045,-5.13,-0.5038872069,,4260,-1.5,-0.0234496477
,,,,3934,-8.23,0.766203489,,,,,,,,,,,,,,,,,,6078,-5.66,-0.3371071549,,,,,,,,,,,,,,3294,-7.06,-0.9817706437,,,,,,,,,,,,,,8045,-5,-0.249140828,,4264,-0.95,1.1868442774
,,,,3937,-8.24,0.7585523948,,,,,,,,,,,,,,,,,,6081,-5.51,-0.041355009,,,,,,,,,,,,,,3297,-7.04,-0.9230743002,,,,,,,,,,,,,,8046,-4.55,0.6326735605,,4265,-1.1,0.8567641161
,,,,3940,-8.21,0.7815056773,,,,,,,,,,,,,,,,,,6085,-5.25,0.4712820438,,,,,,,,,,,,,,3299,-7.03,-0.8937261285,,,,,,,,,,,,,,8047,-4.79,0.1623725533,,4267,-0.89,1.318876342
,,,,3943,-8.19,0.7968078656,,,,,,,,,,,,,,,,,,6089,-5.39,0.1952467077,,,,,,,,,,,,,,3302,-7.02,-0.8643779568,,,,,,,,,,,,,,8047,-4.53,0.6718653111,,4271,-0.86,1.3848923743
,,,,3945,-8.25,0.7509013006,,,,,,,,,,,,,,,,,,6093,-5.26,0.4515652341,,,,,,,,,,,,,,3305,-6.98,-0.7469852698,,,,,,,,,,,,,,8048,-4,1.710446702,,4274,-0.9,1.2968709979
,,,,3948,-8.23,0.766203489,,,,,,,,,,,,,,,,,,6097,-5.3,0.3726979952,,,,,,,,,,,,,,3308,-6.94,-0.6295925829,,,,,,,,,,,,,,8049,-4.44,0.8482281888,,4279,-0.81,1.4949190947
,,,,3951,-8.24,0.7585523948,,,,,,,,,,,,,,,,,,6100,-5.45,0.0769458493,,,,,,,,,,,,,,3311,-6.9,-0.5121998959,,,,,,,,,,,,,,8049,-4.49,0.7502488123,,4283,-1.08,0.9007748042
,,,,3954,-8.24,0.7585523948,,,,,,,,,,,,,,,,,,6104,-5.53,-0.0807886285,,,,,,,,,,,,,,3314,-6.86,-0.394807209,,,,,,,,,,,,,,8050,-3.99,1.7300425773,,4285,-1.14,0.7687427397
,,,,3957,-8.35,0.674390359,,,,,,,,,,,,,,,,,,6108,-5.02,0.9247686675,,,,,,,,,,,,,,3317,-6.82,-0.2774145221,,,,,,,,,,,,,,8051,-3.95,1.8084260785,,4288,-1.07,0.9227801483
,,,,3960,-8.19,0.7968078656,,,,,,,,,,,,,,,,,,6112,-5.28,0.4121316147,,,,,,,,,,,,,,3320,-6.77,-0.1306736634,,,,,,,,,,,,,,8051,-4.23,1.2597415701,,4290,-0.98,1.1208282452
,,,,3963,-8.25,0.7509013006,,,,,,,,,,,,,,,,,,6116,-5.41,0.1558130882,,,,,,,,,,,,,,3323,-6.73,-0.0132809764,,,,,,,,,,,,,,8052,-3.54,2.6118569658,,4295,-0.93,1.2308549656
,,,,3966,-8.27,0.7355991123,,,,,,,,,,,,,,,,,,6119,-5.46,0.0572290396,,,,,,,,,,,,,,3326,-6.72,0.0160671953,,,,,,,,,,,,,,8053,-4.19,1.3381250713,,4298,-0.83,1.4509084066
,,,,3969,-8.24,0.7585523948,,,,,,,,,,,,,,,,,,6123,-5.53,-0.0807886285,,,,,,,,,,,,,,3329,-6.71,0.045415367,,,,,,,,,,,,,,8053,-4.19,1.3381250713,,4301,-0.84,1.4289030625
