BP,Lake_Gölhisar ,z_score,,BP,Sofular_cave ,z_score,,BP,Eski_Acıgöl,z_score,,BP,Dim_cave,z_score,,BP,Karaca_cave,z_score,,BP,Lake_Van,z_score,,BP,Jeita_cave,z_score,,BP,Lake_Hula,z_score,,BP,Jerusalem_West_cave,z_score,,BP,Soreq_cave,z_score,,BP,KunaBa_cave,z_score,,BP,Lake_Zeribar,z_score,,BP,Lake_Mirabad,z_score,,BP,Gol_e_Zard_cave,z_score,,BP,Hoti_cave,z_score,,BP,Qunf_cave,z_score
,,,,9035,-9.29,-0.0448124919,,,,,,,,,,,,,,,,,,11670,-4.69,1.5754233885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9040,-9.29,-0.0448124919,,,,,,,,,,,,,,,,,,11674,-4.92,1.1219367648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9045,-9.3,-0.052463586,,,,,,,,,,,,,,,,,,11677,-4.58,1.7923082955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9051,-9.31,-0.0601146802,,,,,,,,,,,,,,,,,,11681,-5.07,0.8261846189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9056,-9.38,-0.1136723393,,,,,,,,,,,,,,,,,,11685,-5.08,0.8064678092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9061,-9.52,-0.2207876575,,,,,,,,,,,,,,,,,,11689,-4.96,1.0430695259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9067,-9.31,-0.0601146802,,,,,,,,,,,,,,,,,,11693,-5.06,0.8459014286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9072,-9.42,-0.1442767159,,,,,,,,,,,,,,,,,,11697,-4.87,1.2205208134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9077,-9.15,0.0623028264,,,,,,,,,,,,,,,,,,11701,-5.1,0.7670341897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9083,-8.97,0.2000225212,,,,,,,,,,,,,,,,,,11705,-4.7,1.5557065788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9088,-9.05,0.1388137679,,,,,,,,,,,,,,,,,,11709,-4.66,1.6345738177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9093,-9.34,-0.0830679627,,,,,,,,,,,,,,,,,,11713,-4.74,1.4768393399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9099,-9.31,-0.0601146802,,,,,,,,,,,,,,,,,,11722,-4.77,1.4176889107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9104,-9.35,-0.0907190568,,,,,,,,,,,,,,,,,,11730,-5.03,0.9050518578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9109,-9.33,-0.0754168685,,,,,,,,,,,,,,,,,,11739,-5.07,0.8261846189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9115,-9.39,-0.1213234335,,,,,,,,,,,,,,,,,,11748,-4.97,1.0233527162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9120,-9.46,-0.1748810926,,,,,,,,,,,,,,,,,,11756,-5,0.964202287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9125,-9.4,-0.1289745276,,,,,,,,,,,,,,,,,,11765,-4.99,0.9839190967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9131,-9.31,-0.0601146802,,,,,,,,,,,,,,,,,,11774,-4.93,1.1022199551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9136,-9.3,-0.052463586,,,,,,,,,,,,,,,,,,11783,-5.03,0.9050518578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9141,-9.36,-0.098370151,,,,,,,,,,,,,,,,,,11791,-4.91,1.1416535745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9147,-9.24,-0.0065570211,,,,,,,,,,,,,,,,,,11800,-4.64,1.6740074371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9152,-9.31,-0.0601146802,,,,,,,,,,,,,,,,,,11809,-4.66,1.6345738177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9157,-9.31,-0.0601146802,,,,,,,,,,,,,,,,,,11817,-4.86,1.2402376232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9163,-9.32,-0.0677657743,,,,,,,,,,,,,,,,,,11826,-4.83,1.2993880523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9168,-9.34,-0.0830679627,,,,,,,,,,,,,,,,,,11835,-5.17,0.6290165217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9173,-9.27,-0.0295103035,,,,,,,,,,,,,,,,,,11843,-4.99,0.9839190967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9179,-9.17,0.047000638,,,,,,,,,,,,,,,,,,11852,-4.55,1.8514587246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9184,-9.24,-0.0065570211,,,,,,,,,,,,,,,,,,11861,-4.65,1.6542906274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9186,-9.08,0.1158604855,,,,,,,,,,,,,,,,,,11870,-4.43,2.0880604414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9188,-9.19,0.0316984497,,,,,,,,,,,,,,,,,,11878,-4.31,2.3246621581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9191,-9.26,-0.0218592094,,,,,,,,,,,,,,,,,,11887,-4.37,2.2063612997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9193,-9.33,-0.0754168685,,,,,,,,,,,,,,,,,,11896,-4.29,2.3640957775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9195,-9.33,-0.0754168685,,,,,,,,,,,,,,,,,,11904,-4.38,2.18664449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9197,-9.31,-0.0601146802,,,,,,,,,,,,,,,,,,11913,-4.37,2.2063612997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9199,-9.35,-0.0907190568,,,,,,,,,,,,,,,,,,11922,-4.61,1.7331578663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9202,-9.41,-0.1366256218,,,,,,,,,,,,,,,,,,11930,-4.81,1.3388216718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9204,-9.27,-0.0295103035,,,,,,,,,,,,,,,,,,11939,-4.98,1.0036359064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9206,-9.25,-0.0142081152,,,,,,,,,,,,,,,,,,11948,-5.06,0.8459014286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9208,-9.41,-0.1366256218,,,,,,,,,,,,,,,,,,11957,-4.97,1.0233527162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9210,-9.41,-0.1366256218,,,,,,,,,,,,,,,,,,11965,-4.81,1.3388216718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9213,-9.45,-0.1672299984,,,,,,,,,,,,,,,,,,11974,-4.76,1.4374057204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9215,-9.43,-0.1519278101,,,,,,,,,,,,,,,,,,11983,-4.77,1.4176889107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9217,-9.38,-0.1136723393,,,,,,,,,,,,,,,,,,11991,-4.92,1.1219367648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9219,-9.46,-0.1748810926,,,,,,,,,,,,,,,,,,12000,-4.76,1.4374057204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9221,-9.44,-0.1595789042,,,,,,,,,,,,,,,,,,12009,-4.81,1.3388216718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9224,-9.3,-0.052463586,,,,,,,,,,,,,,,,,,12017,-4.77,1.4176889107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9226,-9.17,0.047000638,,,,,,,,,,,,,,,,,,12026,-4.74,1.4768393399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9228,-9.09,0.1082093913,,,,,,,,,,,,,,,,,,12035,-4.59,1.7725914857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9230,-9.05,0.1388137679,,,,,,,,,,,,,,,,,,12044,-4.53,1.8908923441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9233,-9.11,0.092907203,,,,,,,,,,,,,,,,,,12052,-4.49,1.969759583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9235,-9.23,0.0010940731,,,,,,,,,,,,,,,,,,12061,-4.42,2.1077772511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9237,-9.39,-0.1213234335,,,,,,,,,,,,,,,,,,12070,-4.43,2.0880604414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9239,-9.29,-0.0448124919,,,,,,,,,,,,,,,,,,12078,-4.62,1.7134410566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9241,-9.22,0.0087451672,,,,,,,,,,,,,,,,,,12087,-4.52,1.9106091538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9244,-9.12,0.0852561088,,,,,,,,,,,,,,,,,,12088,-4.9,1.1613703842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9246,-9.25,-0.0142081152,,,,,,,,,,,,,,,,,,12089,-4.83,1.2993880523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9248,-9.42,-0.1442767159,,,,,,,,,,,,,,,,,,12090,-4.59,1.7725914857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9250,-9.26,-0.0218592094,,,,,,,,,,,,,,,,,,12091,-4.29,2.3640957775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9252,-9.44,-0.1595789042,,,,,,,,,,,,,,,,,,12092,-4.31,2.3246621581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9255,-9.48,-0.1901832809,,,,,,,,,,,,,,,,,,12093,-4.16,2.6204143039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9257,-9.5,-0.2054854692,,,,,,,,,,,,,,,,,,12094,-4.76,1.4374057204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9259,-9.5,-0.2054854692,,,,,,,,,,,,,,,,,,12095,-4.53,1.8908923441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9261,-9.4,-0.1289745276,,,,,,,,,,,,,,,,,,12096,-4.48,1.9894763927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9263,-9.41,-0.1366256218,,,,,,,,,,,,,,,,,,12097,-4.39,2.1669276803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9266,-9.47,-0.1825321867,,,,,,,,,,,,,,,,,,12098,-4.21,2.5218302553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9268,-9.52,-0.2207876575,,,,,,,,,,,,,,,,,,12099,-4.35,2.2457949192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9270,-9.46,-0.1748810926,,,,,,,,,,,,,,,,,,12100,-4.73,1.4965561496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9272,-9.59,-0.2743453166,,,,,,,,,,,,,,,,,,12101,-4.89,1.181087194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9274,-9.53,-0.2284387517,,,,,,,,,,,,,,,,,,12102,-4.99,0.9839190967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9277,-9.45,-0.1672299984,,,,,,,,,,,,,,,,,,12103,-4.75,1.4571225301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9279,-9.52,-0.2207876575,,,,,,,,,,,,,,,,,,12104,-4.75,1.4571225301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9281,-9.62,-0.2972985991,,,,,,,,,,,,,,,,,,12105,-4.82,1.3191048621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9283,-9.63,-0.3049496933,,,,,,,,,,,,,,,,,,12106,-4.76,1.4374057204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9285,-9.61,-0.2896475049,,,,,,,,,,,,,,,,,,12107,-4.88,1.2008040037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9288,-9.65,-0.3202518816,,,,,,,,,,,,,,,,,,12108,-4.97,1.0233527162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9290,-9.62,-0.2972985991,,,,,,,,,,,,,,,,,,12109,-4.72,1.5162729593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9292,-9.6,-0.2819964108,,,,,,,,,,,,,,,,,,12110,-4.41,2.1274940608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9294,-9.64,-0.3126007874,,,,,,,,,,,,,,,,,,12111,-4.49,1.969759583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9296,-9.71,-0.3661584465,,,,,,,,,,,,,,,,,,12112,-4.94,1.0825031453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9299,-9.6,-0.2819964108,,,,,,,,,,,,,,,,,,12113,-4.85,1.2599544329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9301,-9.41,-0.1366256218,,,,,,,,,,,,,,,,,,12114,-4.84,1.2796712426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9303,-9.54,-0.2360898458,,,,,,,,,,,,,,,,,,12118,-4.82,1.3191048621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9305,-9.55,-0.24374094,,,,,,,,,,,,,,,,,,12122,-4.84,1.2796712426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9307,-9.55,-0.24374094,,,,,,,,,,,,,,,,,,12127,-4.98,1.0036359064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9310,-9.57,-0.2590431283,,,,,,,,,,,,,,,,,,12131,-5.03,0.9050518578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9312,-9.56,-0.2513920341,,,,,,,,,,,,,,,,,,12136,-4.91,1.1416535745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9314,-9.47,-0.1825321867,,,,,,,,,,,,,,,,,,12140,-4.93,1.1022199551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9316,-9.55,-0.24374094,,,,,,,,,,,,,,,,,,12145,-4.88,1.2008040037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9318,-9.79,-0.4273671998,,,,,,,,,,,,,,,,,,12149,-5.01,0.9444854773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9321,-9.58,-0.2666942225,,,,,,,,,,,,,,,,,,12154,-4.75,1.4571225301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9323,-9.64,-0.3126007874,,,,,,,,,,,,,,,,,,12158,-4.71,1.535989769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9325,-9.58,-0.2666942225,,,,,,,,,,,,,,,,,,12163,-4.71,1.535989769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9327,-9.67,-0.3355540699,,,,,,,,,,,,,,,,,,12167,-4.7,1.5557065788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9330,-9.71,-0.3661584465,,,,,,,,,,,,,,,,,,12172,-4.81,1.3388216718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9332,-9.85,-0.4732737648,,,,,,,,,,,,,,,,,,12176,-5,0.964202287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9334,-9.75,-0.3967628232,,,,,,,,,,,,,,,,,,12181,-5.01,0.9444854773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9336,-9.87,-0.4885759531,,,,,,,,,,,,,,,,,,12185,-4.99,0.9839190967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9338,-9.87,-0.4885759531,,,,,,,,,,,,,,,,,,12190,-4.86,1.2402376232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9341,-9.89,-0.5038781414,,,,,,,,,,,,,,,,,,12194,-4.83,1.2993880523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9343,-9.9,-0.5115292355,,,,,,,,,,,,,,,,,,12199,-4.86,1.2402376232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9345,-9.78,-0.4197161056,,,,,,,,,,,,,,,,,,12203,-5.06,0.8459014286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9347,-9.73,-0.3814606348,,,,,,,,,,,,,,,,,,12208,-4.94,1.0825031453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9349,-9.88,-0.4962270472,,,,,,,,,,,,,,,,,,12212,-5.05,0.8656182384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9352,-10,-0.5880401771,,,,,,,,,,,,,,,,,,12217,-5.12,0.7276005703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9354,-10.06,-0.6339467421,,,,,,,,,,,,,,,,,,12221,-5.14,0.6881669508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9356,-10.06,-0.6339467421,,,,,,,,,,,,,,,,,,12226,-5.05,0.8656182384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9358,-9.94,-0.5421336122,,,,,,,,,,,,,,,,,,12230,-5.31,0.3529811855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9360,-10.04,-0.6186445538,,,,,,,,,,,,,,,,,,12235,-5.08,0.8064678092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9363,-10.14,-0.6951554954,,,,,,,,,,,,,,,,,,12239,-4.72,1.5162729593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9365,-10.14,-0.6951554954,,,,,,,,,,,,,,,,,,12244,-4.97,1.0233527162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9367,-10.12,-0.679853307,,,,,,,,,,,,,,,,,,12248,-5.08,0.8064678092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9369,-10.11,-0.6722022129,,,,,,,,,,,,,,,,,,12252,-4.96,1.0430695259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9371,-10.12,-0.679853307,,,,,,,,,,,,,,,,,,12257,-5.25,0.4712820438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9374,-10.1,-0.6645511187,,,,,,,,,,,,,,,,,,12261,-5.36,0.2543971369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9376,-10.02,-0.6033423654,,,,,,,,,,,,,,,,,,12266,-5.26,0.4515652341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9378,-9.99,-0.580389083,,,,,,,,,,,,,,,,,,12270,-5.29,0.3924148049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9380,-10,-0.5880401771,,,,,,,,,,,,,,,,,,12275,-5.08,0.8064678092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9382,-9.99,-0.580389083,,,,,,,,,,,,,,,,,,12279,-5.01,0.9444854773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9385,-9.87,-0.4885759531,,,,,,,,,,,,,,,,,,12284,-4.84,1.2796712426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9387,-9.88,-0.4962270472,,,,,,,,,,,,,,,,,,12288,-4.55,1.8514587246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9389,-9.96,-0.5574358005,,,,,,,,,,,,,,,,,,13330,-4.32,2.3049453483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9391,-9.95,-0.5497847063,,,,,,,,,,,,,,,,,,13385,-4.55,1.8514587246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9393,-9.91,-0.5191803297,,,,,,,,,,,,,,,,,,13439,-4.47,2.0091932025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9396,-9.98,-0.5727379888,,,,,,,,,,,,,,,,,,13493,-4.65,1.6542906274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9398,-10,-0.5880401771,,,,,,,,,,,,,,,,,,13548,-4.83,1.2993880523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9400,-10.05,-0.6262956479,,,,,,,,,,,,,,,,,,13602,-5.08,0.8064678092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9402,-9.93,-0.534482518,,,,,,,,,,,,,,,,,,13656,-5.11,0.74731738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9404,-9.77,-0.4120650115,,,,,,,,,,,,,,,,,,13711,-5.14,0.6881669508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9407,-9.68,-0.3432051641,,,,,,,,,,,,,,,,,,13765,-5.1,0.7670341897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9409,-9.77,-0.4120650115,,,,,,,,,,,,,,,,,,13819,-5.11,0.74731738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9411,-9.99,-0.580389083,,,,,,,,,,,,,,,,,,13874,-5.07,0.8261846189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9413,-10.1,-0.6645511187,,,,,,,,,,,,,,,,,,13928,-5.09,0.7867509995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9416,-10.16,-0.7104576837,,,,,,,,,,,,,,,,,,13982,-5.04,0.8853350481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9418,-10.02,-0.6033423654,,,,,,,,,,,,,,,,,,14037,-5.01,0.9444854773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9420,-9.89,-0.5038781414,,,,,,,,,,,,,,,,,,14091,-5.05,0.8656182384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9422,-9.87,-0.4885759531,,,,,,,,,,,,,,,,,,14145,-5.06,0.8459014286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9424,-9.99,-0.580389083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9427,-9.85,-0.4732737648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9429,-9.88,-0.4962270472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9431,-9.73,-0.3814606348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9433,-9.67,-0.3355540699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9435,-9.83,-0.4579715764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9438,-9.9,-0.5115292355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9440,-9.78,-0.4197161056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9442,-9.81,-0.4426693881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9444,-9.95,-0.5497847063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9446,-9.83,-0.4579715764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9449,-9.84,-0.4656226706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9451,-9.8,-0.435018294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9453,-9.82,-0.4503204823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9455,-9.89,-0.5038781414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9457,-9.91,-0.5191803297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9460,-9.94,-0.5421336122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9462,-9.79,-0.4273671998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9464,-9.79,-0.4273671998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9466,-9.66,-0.3279029757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9468,-9.62,-0.2972985991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9471,-9.69,-0.3508562582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
